,population,mAgeTotal,mAgeM,mAgeF,state,cDistrict,schoolTotal,No Schooling,Nursery,Kinder,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th nod,12th d,GEDalt,colUnder1yr,colOver1yr,Associates,Bachelors,Masters,ProfSchool,Doctorate,piTotal,psUTotal,psUM,psUF,psOTotal,psOM,psOF,eTotal,woE,withE,wTotal,woW,withW,healthTotal,healthM,healthF
323,795499,41.3,39.5,43.3,41,04,554143,3597,82,213,154,286,354,599,915,1553,1196,3252,6124,9561,13107,9513,114671,26588,57984,105852,50378,88759,41412,9637,8356,777860,135397,62143,73254,642463,324171,318292,318197,221945,96252,318197,210697,107500,791277,391803,399474
324,822071,39.5,38.5,40.6,41,05,560593,5358,10,493,195,147,1723,1502,1683,8053,2804,4832,4637,8044,8047,9207,107220,25594,47225,106074,49711,106240,41827,12920,7047,805648,94057,41806,52251,711591,351710,359881,302323,226498,75825,302323,219140,83183,812799,396327,416472
325,721901,33.7,32.5,34.9,42,01,487481,11696,267,197,218,853,1665,1725,1377,4190,3181,6268,9728,15233,17460,12456,141927,21405,22686,56157,25185,82811,33689,9421,7686,705525,173600,78466,95134,531925,264622,267303,260860,196326,64534,260860,191177,69683,714216,346918,367298
326,711404,34.1,32.1,35.9,42,02,478445,5485,173,107,354,156,548,513,1023,1639,1344,3392,5256,11127,16348,12630,116614,12802,22114,65502,25558,89599,53305,20642,12214,678463,179432,76395,103037,499031,235560,263471,279336,196251,83085,279336,191109,88227,704946,324797,380149
327,693850,43.3,41.4,44.9,42,03,491606,3448,16,61,380,57,439,253,400,795,1080,5915,5229,10045,9380,5058,174924,23523,26990,50404,42824,81247,38139,5566,5433,665850,90098,39672,50426,575752,287985,287767,278846,203168,75678,278846,198039,80807,679898,333399,346499
328,726738,40.8,39.6,42.1,42,04,506749,4458,0,157,141,271,168,388,1192,1191,1242,6139,7075,11614,12151,8453,168308,22093,30399,54069,41867,85935,37665,7355,4418,704160,72752,34757,37995,631408,307530,323878,281239,216411,64828,281239,210340,70899,714989,345847,369142
329,700472,40.6,39.3,42.2,42,05,478792,3991,20,127,112,74,192,188,164,587,1132,7020,5444,9852,9999,5387,182850,25644,24685,41523,39571,71949,34423,4541,9317,650797,96219,44958,51261,554578,280695,273883,263672,188820,74852,263672,181629,82043,674737,337465,337272
330,737397,40.8,39.6,41.7,42,06,506336,2669,0,139,87,377,51,168,348,576,607,3835,3885,5853,5529,5722,126801,13219,24851,52510,40299,136238,62215,12000,8357,718839,50961,19960,31001,667878,333139,334739,274134,225168,48966,274134,219692,54442,728661,356504,372157
331,712330,42.6,40.6,44.0,42,07,494979,2768,40,0,27,117,510,564,798,1523,575,6688,4310,4748,6294,5668,125695,11651,25207,47608,35131,123465,62167,16798,12627,688153,41411,16104,25307,646742,316713,330029,258813,205421,53392,258813,198842,59971,698979,338635,360344
332,709746,43.6,42.2,44.9,42,08,504804,3659,45,0,0,0,331,154,637,1891,600,2736,2919,6633,6774,7088,139411,10894,24205,57050,39232,120846,60400,12215,7084,700638,46012,18962,27050,654626,325192,329434,265416,211294,54122,265416,205015,60401,703893,345061,358832
333,689669,43.5,41.6,45.1,42,09,487025,3964,97,0,0,197,115,500,144,484,1195,7399,8308,12331,11957,7188,205203,23853,26100,46215,41368,58105,24150,4314,3838,668926,94074,41904,52170,574852,287031,287821,277770,194148,83622,277770,188089,89681,679517,333405,346112
334,689108,43.8,42.7,44.7,42,10,486771,3850,47,0,28,23,362,350,217,1580,1120,8695,7838,10617,10804,7172,177654,24489,27907,51155,43439,66302,31630,7111,4381,659875,76853,32447,44406,583022,292860,290162,256391,183113,73278,256391,175339,81052,672065,331461,340604
335,707150,42.5,40.9,44.3,42,11,499554,3685,116,247,153,0,430,580,1230,620,1824,6483,7134,11137,9869,6680,176806,21354,28333,51391,46264,79784,32579,8382,4473,679107,78322,33854,44468,600785,301897,298888,278092,207479,70613,278092,200970,77122,690785,340160,350625
336,697773,45.2,43.6,46.7,42,12,508812,3916,17,0,34,36,66,181,117,695,794,3692,3096,8356,6032,6201,154093,16173,30285,48378,54971,105551,47527,12099,6502,682419,57551,25922,31629,624868,308689,316179,283824,210130,73694,283824,203841,79983,687167,336312,350855
337,731754,37.7,35.9,39.4,42,13,500542,9282,110,171,187,594,1207,934,2430,3279,2135,5456,6369,7543,10821,9913,133203,15473,24612,55803,34024,108837,49177,11542,7440,720231,100257,45829,54428,619974,297834,322140,268338,206162,62176,268338,200054,68284,723784,344632,379152
338,696529,38.4,36.1,40.7,42,14,499614,2720,151,14,221,0,879,288,596,646,1373,2932,3146,8989,6785,6974,128086,24391,30787,58088,45589,104508,48270,11593,12588,670345,111468,49011,62457,558877,272399,286478,317371,237937,79434,317371,231986,85385,686801,328104,358697
339,725473,40.3,39.0,41.6,42,15,499561,4356,11,97,234,289,672,338,835,2261,2452,6309,5955,10413,9269,7439,156610,21342,26991,56053,41569,89200,39255,10188,7423,702400,80034,38217,41817,622366,308838,313528,275165,213014,62151,275165,206424,68741,717964,353993,363971
340,725915,37.6,36.0,39.0,42,16,480362,7811,44,67,288,829,1305,1314,1435,3730,2486,14199,10729,10974,12801,8149,152540,20333,25372,47253,37999,78336,32426,5909,4033,707261,101251,43295,57956,606010,304288,301722,261448,205629,55819,261448,199027,62421,718472,352636,365836
341,699918,42.2,39.8,44.8,42,17,494796,5168,87,167,0,169,830,792,761,1201,1082,6197,6239,11050,11103,7929,173584,24108,30472,56814,44603,73232,29651,5535,4022,674491,86662,38812,47850,587829,293127,294702,270356,198049,72307,270356,193654,76702,684769,337086,347683
342,707100,44.4,42.7,46.1,42,18,515746,2937,0,77,46,0,435,478,328,897,549,4025,2069,6125,4950,5379,153368,12020,28861,54401,50724,121026,48663,10422,7966,690776,55088,24810,30278,635688,312371,323317,286700,213680,73020,286700,207149,79551,697779,340734,357045
343,536871,38.9,36.6,41.1,44,01,369960,7095,333,0,45,571,2831,2622,1395,3630,1656,4776,7869,6475,5996,4753,79007,18929,19916,46194,29338,76918,33728,9397,6486,515489,70910,31447,39463,444579,219399,225180,205952,156012,49940,205952,149969,55983,527744,255692,272052
344,519555,41.3,40.0,42.5,44,02,364085,3838,0,105,151,0,790,952,1111,2019,1620,2865,4711,5827,5245,4902,88776,17333,22365,46894,30845,74277,36707,7618,5134,500403,59022,27529,31493,441381,214418,226963,202287,150927,51360,202287,145714,56573,512515,246758,265757
345,761869,38.6,37.1,40.1,45,01,532326,3750,47,0,150,0,0,1,1069,1519,1070,3527,5004,9419,9026,6457,98505,15717,31878,83145,49844,133870,52499,16972,8857,750928,72746,31725,41021,678182,329390,348792,290002,224371,65631,290002,215539,74463,748249,356657,391592
346,703246,38.9,37.3,40.3,45,02,478199,4521,257,0,286,409,195,684,939,3354,2582,5120,6804,9235,7817,6887,109923,18792,27007,70243,43162,97987,44634,10396,6965,683645,86940,37827,49113,596705,293254,303451,269439,208074,61365,269439,201579,67860,682969,329593,353376
347,684619,39.5,37.9,41.1,45,03,463546,6054,154,0,202,673,146,863,1127,3030,4457,7925,10266,16500,15790,9259,114382,29456,30489,65209,45641,65059,27089,4290,5485,662456,106905,46748,60157,555551,275112,280439,258490,190554,67936,258490,183393,75097,673820,326455,347365
348,716552,38.3,37.0,39.6,45,04,486060,6129,194,0,234,1206,546,708,541,3832,3216,6097,8016,11789,11444,10545,100870,22065,33311,69085,47123,95526,40950,7759,4874,697282,88547,38690,49857,608735,298981,309754,273239,207889,65350,273239,201870,71369,709003,342612,366391
349,704256,40.3,38.4,41.7,45,05,480516,5374,101,107,63,119,209,350,1337,2148,3238,8231,9533,14882,10370,8523,135015,23072,31578,67730,47807,74267,28119,4351,3992,691484,107199,50163,57036,584285,285684,298601,267518,197727,69791,267518,192714,74804,692824,335043,357781
350,680469,35.4,33.7,37.2,45,06,442432,7099,209,57,82,565,713,396,954,4854,3282,7152,9345,16262,20183,9999,131500,19413,19802,67120,36717,57069,22246,4518,2895,639294,155908,66940,88968,483386,236296,247090,248721,179885,68836,248721,172579,76142,652319,309053,343266
351,710108,43.0,41.8,44.3,45,07,505397,5516,181,44,261,515,1337,810,668,5283,3250,7598,8898,18576,16480,7428,144712,18247,32930,83571,47255,67308,26664,4727,3138,695330,117715,49599,68116,577615,279480,298135,270478,187491,82987,270478,180920,89558,702004,331180,370824
352,865454,36.8,35.6,38.4,46,00,565894,4465,45,170,11,95,621,194,572,1068,666,10368,5794,7872,11134,6936,139760,24150,36532,87087,65093,111002,35829,9174,7256,837292,110962,48953,62009,726330,371278,355052,334003,267106,66897,334003,254536,79467,848774,425393,423381
353,714504,43.2,41.4,45.0,47,01,506886,5384,86,60,12,0,1078,1266,1114,2888,3936,13431,10111,14208,14882,9260,154790,40872,38122,63645,33323,60599,26865,6686,4268,696499,124547,55120,69427,571952,287806,284146,283213,194110,89103,283213,186518,96695,703733,346191,357542
354,740182,40.0,37.8,42.0,47,02,509667,4113,86,0,151,293,1363,312,1365,2527,1620,9370,6667,11376,11658,7971,119079,25246,31465,75006,42176,97901,39260,11651,9011,722632,104517,46425,58092,618115,306578,311537,294685,219920,74765,294685,210730,83955,732900,358237,374663
355,728254,41.7,39.8,43.6,47,03,515359,6270,0,85,0,285,859,1216,435,2900,2750,12095,8608,13462,14819,8024,143942,34643,34691,68665,44440,78020,27857,6566,4727,708077,105134,47346,57788,602943,299928,303015,285079,199320,85759,285079,188962,96117,716929,350418,366511
356,767655,37.2,36.0,38.5,47,04,508174,4861,0,57,0,128,1232,453,1256,3866,2642,10235,9310,9936,11778,6099,146324,34215,33702,79974,37512,76562,27672,6090,4270,748945,101158,45453,55705,647787,322816,324971,284054,221200,62854,284054,212832,71222,759579,372918,386661
357,762535,34.8,34.2,35.4,47,05,522400,7548,62,51,0,325,880,2087,712,2615,2633,5134,9373,11576,12999,9655,106016,20168,27197,76612,30844,122435,51551,13463,8464,741110,108788,48286,60502,632322,308535,323787,311394,259953,51441,311394,249364,62030,755873,362937,392936
358,761538,41.1,39.9,42.1,47,06,526408,5504,174,45,482,74,819,489,1293,2989,3103,13985,7395,13633,12979,8110,151082,39126,35197,74616,39937,75323,30450,5111,4492,749332,92258,38065,54193,657074,325840,331234,289792,216827,72965,289792,206066,83726,753582,366200,387382
359,765730,37.7,36.5,38.9,47,07,506330,5676,0,230,10,78,760,460,472,3255,2373,8089,8632,11831,11056,9612,131997,27590,30545,75269,36250,94722,35886,6466,5071,748425,106678,48224,58454,641747,318595,323152,273435,205344,68091,273435,196673,76762,738405,355370,383035
360,706468,40.7,38.8,42.5,47,08,482503,4204,164,0,250,48,572,496,651,1250,3007,8006,8463,9741,12427,7581,132608,27628,34027,66914,31429,82945,35666,9934,4492,687280,101641,44014,57627,585639,289160,296479,260950,191142,69808,260950,182946,78004,692569,335123,357446
361,704328,33.6,32.2,35.0,47,09,449471,6354,37,95,499,498,785,822,1154,5166,2333,5411,7383,11517,14003,7889,113639,16972,27032,86819,32684,67548,28497,7418,4916,686732,178456,80925,97531,508276,240923,267353,273730,215792,57938,273730,208543,65187,693344,324791,368553
362,717735,36.8,35.6,38.8,48,01,465848,8048,63,0,40,923,1917,968,1653,11174,2508,5464,12220,15099,15391,8289,109678,21613,38413,80359,34815,66676,21319,5754,3464,691783,127335,53753,73582,564448,281763,282685,250547,186563,63984,250547,178755,71792,702591,340092,362499
363,779662,35.0,33.6,36.4,48,02,519320,7422,99,169,231,1023,909,1079,1724,9670,1710,6100,8250,6177,5809,6516,89540,13285,26666,81892,39128,135377,55162,13175,8207,770233,82026,39308,42718,688207,342986,345221,287714,253430,34284,287714,241781,45933,774747,384530,390217
364,842800,36.7,35.9,37.6,48,03,551334,3694,0,159,0,451,1012,1085,2390,4932,1278,3514,2624,4085,4322,5541,66765,9169,29240,75656,40336,189348,80599,17292,7842,839501,54869,24910,29959,784632,387549,397083,304582,268915,35667,304582,260305,44277,840428,412894,427534
365,735554,39.6,38.0,40.8,48,04,494545,4980,157,84,374,395,1502,499,957,5834,2449,7111,10366,11241,13032,8119,128899,28488,39284,82516,38827,74267,27584,3524,4056,716975,94081,40577,53504,622894,308655,314239,262678,194542,68136,262678,186295,76383,720945,351499,369446
366,764456,35.6,35.2,35.9,48,05,494927,11097,0,0,511,1265,1723,1187,2056,15411,2924,8925,19135,13659,13639,8774,117418,31727,32012,77135,32136,69724,26760,5146,2563,738203,112632,47767,64865,625571,309514,316057,253878,202505,51373,253878,192887,60991,741049,358707,382342
367,770255,35.2,33.9,36.4,48,06,494562,5623,88,88,127,1014,1335,770,1492,7870,1655,3659,10065,7960,8962,7703,105631,18654,38593,87440,43648,94429,36458,5790,5508,760250,84872,40582,44290,675378,333464,341914,263565,224356,39209,263565,215292,48273,765204,376493,388711
368,770606,34.9,34.2,35.6,48,07,518453,7929,0,0,81,2056,1919,1055,3181,11111,1825,3629,7217,3214,5215,4423,71544,8578,20947,68482,33285,162805,64541,22912,12504,767273,88070,41218,46852,679203,334759,344444,303045,265756,37289,303045,253232,49813,769295,376236,393059
369,813519,37.2,36.3,38.0,48,08,534784,5551,96,339,467,728,965,572,1430,9681,2926,4835,11301,8660,12428,9122,117082,31138,32404,86256,37544,105431,39381,10030,6417,782548,93874,41943,51931,688674,345189,343485,276789,226866,49923,276789,212270,64519,787690,389095,398595
370,793923,32.0,31.5,32.6,48,09,493330,16285,55,0,1139,884,4478,2460,4543,19341,3275,7237,15243,8173,7308,10935,125138,17290,19647,82780,29611,76498,30445,5525,5040,788406,154936,66269,88667,633470,314962,318508,267825,228319,39506,267825,218070,49755,792141,382991,409150
371,823296,35.8,35.1,36.4,48,10,547243,10099,346,57,422,1266,2652,1450,1326,7437,2007,5082,7022,5943,8065,6911,103564,16770,34841,78550,41570,136208,53140,13555,8960,809155,83425,33762,49663,725730,370737,354993,289151,242656,46495,289151,230627,58524,816523,408323,408200
